Time,Signal 1,Signal 2,Signal 3,Signal 4,Signal 5
0.966666667,-0.533665413,0.633139675,-0.715410617,-0.123831535,-0.802494551
1,-0.388536488,0.716432608,-0.565483742,-0.029817785,-0.656319748
1.033333333,-0.243975299,0.769449126,-0.41136611,0.053608231,-0.504074505
1.066666667,-0.103019753,0.791987754,-0.256311151,0.125749146,-0.348943582
1.1,0.031573974,0.784951726,-0.103431365,0.186427704,-0.194021339
1.133333333,0.157378876,0.750254242,0.044360816,0.235924832,-0.042252665
1.166666667,0.272333059,0.690692749,0.184404744,0.274904219,0.103620078
1.2,0.374764005,0.609798498,0.31433503,0.304327887,0.241103235
1.233333333,0.463401224,0.511668236,0.432116235,0.325367253,0.367990479
1.266666667,0.537377754,0.400785088,0.53606843,0.339314038,0.482393423
1.3,0.596221178,0.281835712,0.624883529,0.347495095,0.582763925
1.333333333,0.639835123,0.159530515,0.697632526,0.351194684,0.667908051
1.366666667,0.668472376,0.038433243,0.753763946,0.351587213,0.736991791
1.4,0.682700943,-0.077194456,0.79309404,0.349682723,0.789538845
1.433333333,0.683364449,-0.183528762,0.815789407,0.346286688,0.825420936
1.466666667,0.67153839,-0.277295932,0.82234286,0.341974959,0.844841271
1.5,0.648483731,-0.355858375,0.813543488,0.337083912,0.848311862
1.533333333,0.615599343,-0.417272954,0.790441928,0.331715202,0.83662557
1.566666667,0.574374688,-0.460321009,0.754311942,0.325753866,0.810823751
1.6,0.526344075,-0.484510638,0.706609396,0.318898008,0.772160495
1.633333333,0.473043666,-0.490052751,0.648929759,0.310697864,0.722064417
1.666666667,0.415972256,-0.477813262,0.582965197,0.300601753,0.662099015
1.7,0.356556653,-0.449244513,0.510462289,0.288006217,0.593922538
1.733333333,0.296122325,-0.406299594,0.433181318,0.272307655,0.51924831
1.766666667,0.235869736,-0.351333619,0.352857989,0.252952754,0.439806354
1.8,0.176856627,-0.286996266,0.271168323,0.229485287,0.357307115
1.833333333,0.119986272,-0.216119944,0.189697346,0.201587048,0.273407948
1.866666667,0.066001584,-0.141607863,0.109912069,0.169111125,0.189682983
1.9,0.015484738,-0.066326025,0.033139104,0.132106094,0.107596808
1.933333333,-0.031138142,0.006997196,-0.039452857,0.09083019,0.028482345
1.966666667,-0.07358782,0.075860732,-0.106865623,0.045755006,-0.04647687
2,-0.111719008,0.138067151,-0.168279194,-0.002441258,-0.116259868
2.033333333,-0.145504412,0.191783679,-0.223054719,-0.052890529,-0.180016913
2.066666667,-0.17501657,0.235586613,-0.270733007,-0.10456065,-0.237073745
2.1,-0.200408302,0.268488491,-0.311028951,-0.156288991,-0.286931633
2.133333333,-0.221892605,0.28994806,-0.343822329,-0.206822306,-0.329263506
2.166666667,-0.239722744,0.299863678,-0.369145473,-0.254861065,-0.363906564
2.2,-0.254173277,0.298551364,-0.387168395,-0.299106347,-0.390851793
2.233333333,-0.265522645,0.286709172,-0.398181926,-0.338307334,-0.410230867
2.266666667,-0.274037862,0.265369973,-0.402579491,-0.371307463,-0.422300958
2.3,-0.279961749,0.235845015,-0.40083809,-0.397087412,-0.427427988
2.333333333,-0.283503018,0.19966083,-0.393499075,-0.414803268,-0.426068856
2.366666667,-0.284829403,0.15849213,-0.381149242,-0.42381845,-0.418753166
2.4,-0.284063912,0.114093347,-0.364402733,-0.423728265,-0.406064966
2.433333333,-0.281284147,0.068231345,-0.343884171,-0.414376274,-0.388624948
2.466666667,-0.276524537,0.022621631,-0.32021339,-0.395861972,-0.367073543
2.5,-0.269781227,-0.021129826,-0.293992054,-0.368539668,-0.342055273
2.533333333,-0.261019267,-0.061577442,-0.265792365,-0.333008733,-0.31420466
2.566666667,-0.2501817,-0.097478133,-0.236148002,-0.290095743,-0.28413394
2.6,-0.237200055,-0.127823707,-0.205547357,-0.240829303,-0.252422747
2.633333333,-0.22200575,-0.151862943,-0.174429023,-0.186408584,-0.219609884
2.666666667,-0.204541874,-0.169113198,-0.143179493,-0.128166805,-0.186187201
2.7,-0.184774815,-0.179361721,-0.112132877,-0.067531025,-0.152595574
2.733333333,-0.162705242,-0.182657266,-0.081572477,-0.005979704,-0.119222881
2.766666667,-0.138377948,-0.179292857,-0.051733947,0.055000498,-0.086403853
2.8,-0.111890155,-0.169780866,-0.022809773,0.113957216,-0.054421607
2.833333333,-0.083397908,-0.154821747,0.005045231,0.169512805,-0.023510634
2.866666667,-0.053120274,-0.135267918,0.031707734,0.220401441,0.006138999
2.9,-0.021341163,-0.112084383,0.057079311,0.265501814,0.034376505
2.933333333,0.01159137,-0.086307685,0.081079812,0.303864516,0.061084593
2.966666667,0.045268353,-0.059004764,0.103640938,0.334733454,0.086173297
3,0.079225593,-0.031233195,0.124700323,0.357560846,0.109573729
3.033333333,0.112951702,-0.004004136,0.144196336,0.37201558,0.131231991
3.066666667,0.145898224,0.02175084,0.162063808,0.377984964,0.151103506
3.1,0.177491566,0.045208094,0.178230828,0.375570105,0.169147966
3.133333333,0.207146389,0.065674714,0.19261672,0.365075346,0.185325087
3.166666667,0.23428004,0.08260529,0.205131249,0.346992365,0.199591301
3.2,0.258327617,0.09561242,0.215675068,0.321979701,0.211897478
3.233333333,0.278757176,0.104470962,0.224141362,0.290838536,0.222187762
3.266666667,0.295084646,0.109116252,0.230418602,0.254485681,0.230399491
3.3,0.306887987,0.109636726,0.234394287,0.213924728,0.236464217
3.333333333,0.313820151,0.106261534,0.235959516,0.170216315,0.240309725
3.366666667,0.315620455,0.099343912,0.235014184,0.124448465,0.241862967
3.4,0.312124022,0.08934114,0.231472616,0.077707847,0.241053771
3.433333333,0.303268965,0.076792026,0.225269379,0.031052758,0.237819156
3.466666667,0.289101118,0.062292862,0.216365074,-0.014511493,0.232108084
3.5,0.269776114,0.046472796,0.204751836,-0.058054263,0.223886445
3.533333333,0.245558755,0.029969544,0.190458349,-0.098737861,0.213142064
3.566666667,0.216819634,0.013406279,0.173554139,-0.13583218,0.199889535
3.6,0.184029088,-0.002629556,0.154152969,-0.168725524,0.184174678
3.633333333,0.147748612,-0.017604862,0.132415173,-0.19693159,0.166078419
3.666666667,0.108619939,-0.031056442,0.108548786,-0.220092738,0.145719931
3.7,0.06735205,-0.04260311,0.082809395,-0.237979731,0.12325888
3.733333333,0.024706445,-0.051954163,0.055498631,-0.25048827,0.098896652
3.766666667,-0.01851898,-0.058914112,0.026961312,-0.257632685,0.072876463
3.8,-0.061507025,-0.063383754,-0.00241876,-0.259537219,0.045482299
3.833333333,-0.103438844,-0.065357764,-0.032224266,-0.256425362,0.01703665
3.866666667,-0.143511717,-0.064919107,-0.06201101,-0.248607727,-0.012102948
3.9,-0.18095652,-0.062230672,-0.09131558,-0.236468933,-0.04154852
3.933333333,-0.215054449,-0.057524592,-0.119663875,-0.220453956,-0.070887325
3.966666667,-0.245152607,-0.051089772,-0.146580282,-0.201054377,-0.099688498
4,-0.270678086,-0.043258188,-0.171597304,-0.178794904,-0.127510505
4.033333333,-0.291150204,-0.034390504,-0.194265384,-0.154220487,-0.153909257
4.066666667,-0.306190635,-0.024861576,-0.214162705,-0.127884307,-0.178446691
4.1,-0.315531192,-0.015046351,-0.230904697,-0.100336836,-0.200699627
4.133333333,-0.319019109,-0.00530665,-0.244153019,-0.072116103,-0.220268668
4.166666667,-0.316619718,0.004020772,-0.253623795,-0.04373927,-0.236786951
4.2,-0.308416489,0.012634524,-0.259094866,-0.015695524,-0.249928505
4.233333333,-0.294608452,0.02027699,-0.260411883,0.011559722,-0.259416034
4.266666667,-0.27550511,0.026740663,-0.257493063,0.037609389,-0.26502789
4.3,-0.25151897,0.031872319,-0.250332483,0.062078137,-0.266604089
4.333333333,-0.223155914,0.035575009,-0.2390018,0.084634746,-0.264051183
4.366666667,-0.191003651,0.037807943,-0.223650347,0.104993594,-0.257345857
4.4,-0.155718551,0.038584397,-0.204503561,0.122915378,-0.246537152
4.433333333,-0.118011175,0.03796786,-0.181859781,0.138207203,-0.231747228
4.466666667,-0.078630856,0.036066634,-0.15608545,0.150722172,-0.213170627
4.5,-0.038349695,0.033027219,-0.127608826,0.160358591,-0.191072031
4.533333333,0.002053666,0.029026756,-0.096912315,0.167058872,-0.165782535
4.566666667,0.041810113,0.02426488,-0.064523601,0.170808213,-0.137694501
4.6,0.080175639,0.018955298,-0.031005743,0.1716331,-0.107255091
4.633333333,0.116446078,0.0133174,0.003053537,0.169599656,-0.074958586
4.666666667,0.149970703,0.007568216,0.037053148,0.164811857,-0.041337663
4.7,0.180164402,0.001914962,0.070390277,0.157409572,-0.006953796
4.733333333,0.206518213,-0.003451596,0.102472116,0.147566446,0.027613025
4.766666667,0.228608017,-0.008362765,0.13272743,0.13548755,0.061775039
4.8,0.246101249,-0.012676427,0.160617729,0.121406783,0.094947705
4.833333333,0.258761538,-0.01628031,0.185647775,0.105583983,0.126560705
4.866666667,0.266451227,-0.019094008,0.207375238,0.088301712,0.156068743
4.9,0.269131775,-0.021069749,0.225419266,0.06986168,0.182961894
4.933333333,0.2668621,-0.022191975,0.239467817,0.050580817,0.206775316
4.966666667,0.259794951,-0.022475818,0.249283584,0.030786979,0.2270981
5,0.24817145,-0.021964604,0.254708403,0.010814323,0.243581087
5.033333333,0.232313973,-0.020726523,0.255666061,-0.009001619,0.255943496
5.066666667,0.212617581,-0.018850657,0.252163449,-0.028329095,0.263978222
5.1,0.189540219,-0.016442528,0.244290048,-0.046845446,0.267555699
5.133333333,0.163591936,-0.013619361,0.232215778,-0.064242479,0.266626262
5.166666667,0.135323388,-0.010505247,0.21618725,-0.080231792,0.261220952
5.2,0.105313883,-0.007226387,0.196522534,-0.094549929,0.251450763
5.233333333,0.074159246,-0.003906564,0.173604542,-0.106963256,0.237504354
5.266666667,0.042459748,-0.000662999,0.147873188,-0.117272407,0.219644271
5.3,0.010808364,0.002397289,0.119816502,-0.125316204,0.198201769
5.333333333,-0.020220425,0.005180537,0.089960872,-0.130974917,0.173570351
5.366666667,-0.050081058,0.007608622,0.058860642,-0.13417278,0.146198146
5.4,-0.078266381,0.009620752,0.027087279,-0.134879657,0.116579303
5.433333333,-0.104316018,0.011174437,-0.004781681,-0.133111809,0.085244565
5.466666667,-0.127823522,0.012245763,-0.036173648,-0.128931715,0.052751229
5.5,-0.148442187,0.012829,-0.066531776,-0.122446925,0.019672683
5.533333333,-0.165889481,0.01293561,-0.095325287,-0.113807946,-0.013412267
5.566666667,-0.179950043,0.012592718,-0.122059159,-0.103205219,-0.045930063
5.6,-0.190477276,0.011841148,-0.146282962,-0.09086521,-0.077322856
5.633333333,-0.197393539,0.010733107,-0.167598705,-0.077045731,-0.107058551
5.666666667,-0.200689012,0.009329638,-0.185667538,-0.062030574,-0.134640256
5.7,-0.200419304,0.007697931,-0.200215199,-0.04612359,-0.15961495
5.733333333,-0.196701932,0.005908602,-0.211036128,-0.029642348,-0.181581224
5.766666667,-0.189711761,0.004033036,-0.217996182,-0.012911526,-0.200195948
5.8,-0.179675572,0.002140885,-0.221033926,0.003743813,-0.215179756
5.833333333,-0.166865891,0.000297784,-0.220160507,0.020004896,-0.226321261
